Resort_ID,Month,avg_snow
"19, 20, 24, 32, 45, 60, 61, 62, 78, 124, 135, 136, 140, 143, 144, 145, 146, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-12-01,95.67
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-01-01,70.08
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-02-01,71.26
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-03-01,64.96
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-04-01,32.28
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-05-01,18.5
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-06-01,3.94
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-09-01,2.36
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-10-01,2.76
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-11-01,33.46
"19, 20, 24, 32, 45, 61, 62, 78, 124, 135, 136, 137, 140, 143, 144, 145, 146, 152, 153, 219, 230, 290, 297, 301, 303, 381",2022-12-01,99.21
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-01-01,99.21
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-02-01,99.61
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-03-01,92.52
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-04-01,0.79
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-11-01,16.93
"19, 20, 24, 32, 57, 58, 60, 61, 62, 66, 69, 70, 78, 124, 144, 149, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379",2022-12-01,95.28
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-01-01,96.06
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-02-01,96.85
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-03-01,98.82
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-04-01,48.82
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-05-01,0.79
"19, 20, 24, 32, 60, 61, 62, 78, 124, 144, 152, 153, 170, 226, 290, 301, 303, 334, 357, 379, 381",2022-12-01,98.82
"19, 20, 24, 58, 60, 61, 62, 66, 69, 149, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389, 459",2022-01-01,96.06
"19, 20, 24, 58, 60, 61, 62, 66, 69, 149, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389, 459",2022-02-01,91.34
"19, 20, 24, 58, 60, 61, 62, 66, 69, 149, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389, 459",2022-03-01,0.79
"19, 20, 24, 58, 60, 61, 62, 66, 69, 149, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389, 459",2022-04-01,0.39
"19, 20, 24, 58, 60, 61, 62, 66, 69, 149, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389, 459",2022-11-01,11.81
"19, 20, 24, 60, 61, 62, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389",2022-01-01,9.45
"19, 20, 24, 60, 61, 62, 152, 153, 170, 226, 301, 303, 334, 357, 379, 389",2022-02-01,0.39
"19, 45, 61, 62, 135, 136, 137, 144, 219, 230, 290, 297, 381, 489",2022-01-01,92.52
"19, 45, 61, 62, 135, 136, 137, 144, 219, 230, 290, 297, 381, 489",2022-02-01,34.25
"19, 45, 61, 62, 135, 136, 137, 144, 219, 230, 290, 297, 381, 489",2022-03-01,4.33
"19, 45, 61, 62, 135, 136, 137, 144, 219, 230, 290, 297, 381, 489",2022-11-01,9.84
"19, 45, 61, 62, 135, 136, 137, 144, 219, 230, 290, 297, 381, 489",2022-12-01,64.17
"19, 45, 61, 62, 135, 136, 144, 290, 334, 357, 381, 489",2022-01-01,48.43
"19, 45, 61, 62, 135, 136, 144, 290, 334, 357, 381, 489",2022-12-01,50
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-01-01,95.28
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-02-01,98.43
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-03-01,81.89
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-04-01,66.14
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-05-01,11.42
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-11-01,5.91
"19, 45, 61, 62, 78, 135, 136, 137, 140, 143, 144, 145, 146, 152, 219, 230, 290, 297, 301, 303, 381, 489",2022-12-01,84.65
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-01-01,96.06
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-02-01,57.87
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-03-01,24.02
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-04-01,16.54
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-11-01,1.97
"19, 45, 61, 62, 78, 135, 136, 140, 143, 144, 145, 146, 152, 170, 226, 290, 301, 303, 334, 357, 381, 489",2022-12-01,94.88
"19, 61, 62, 144, 290, 334, 351, 357, 381",2022-01-01,19.29
"19, 61, 62, 144, 290, 334, 351, 357, 381",2022-12-01,50
"19, 61, 62, 334, 351, 357, 389",2022-01-01,97.24
"19, 61, 62, 334, 351, 357, 389",2022-02-01,97.24
"19, 61, 62, 334, 351, 357, 389",2022-11-01,3.15
"19, 61, 62, 334, 351, 357, 389",2022-12-01,96.06
"19, 61, 62, 78, 144, 152, 170, 226, 290, 301, 303, 334, 351, 357, 381",2022-01-01,57.87
"19, 61, 62, 78, 144, 152, 170, 226, 290, 301, 303, 334, 351, 357, 381",2022-11-01,6.69
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-01-01,99.21
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-02-01,100
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-03-01,100
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-04-01,100
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-05-01,38.19
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-06-01,0.39
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-10-01,1.57
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-11-01,97.24
"20, 24, 32, 38, 57, 58, 60, 65, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 151, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379, 400",2022-12-01,99.61
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-01-01,100
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-02-01,100
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-03-01,100
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-04-01,98.82
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-05-01,80.31
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-06-01,23.62
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-07-01,3.54
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-08-01,1.57
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-09-01,4.33
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-10-01,20.87
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-11-01,99.61
"20, 24, 32, 38, 57, 58, 60, 66, 67, 69, 70, 72, 73, 74, 75, 124, 133, 149, 150, 153, 160, 172, 186, 256, 270, 288, 313, 335, 379",2022-12-01,100
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-01-01,99.61
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-02-01,100
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-03-01,100
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-04-01,100
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-05-01,83.07
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-06-01,25.98
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-07-01,8.66
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-08-01,6.69
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-09-01,6.3
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-10-01,33.07
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-11-01,99.21
"20, 24, 32, 38, 57, 58, 66, 70, 72, 73, 124, 133, 153, 172, 186, 256, 270, 313, 335",2022-12-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-01-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-02-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-03-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-04-01,98.03
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-05-01,77.17
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-06-01,11.42
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-07-01,0.39
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-10-01,12.6
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-11-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 140, 143, 145, 146, 149, 150, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379",2022-12-01,100
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-01-01,95.67
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-02-01,97.64
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-03-01,98.03
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-04-01,99.61
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-05-01,17.32
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-11-01,92.52
"20, 24, 32, 57, 58, 60, 66, 67, 69, 70, 73, 74, 78, 124, 149, 150, 151, 152, 153, 160, 170, 172, 226, 256, 270, 288, 301, 303, 313, 379, 400",2022-12-01,94.49
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-01-01,92.52
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-02-01,98.03
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-03-01,51.57
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-04-01,25.2
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-05-01,7.09
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-11-01,74.02
"20, 24, 32, 57, 58, 66, 70, 73, 78, 124, 140, 143, 145, 146, 152, 153, 172, 256, 270, 301, 303, 313",2022-12-01,100
"20, 24, 49, 58, 60, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 153, 160, 172, 175, 186, 213, 256, 270, 288, 313, 379, 400, 459",2022-01-01,88.19
"20, 24, 49, 58, 60, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 153, 160, 172, 175, 186, 213, 256, 270, 288, 313, 379, 400, 459",2022-02-01,8.66
"20, 24, 49, 58, 60, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 153, 160, 172, 175, 186, 213, 256, 270, 288, 313, 379, 400, 459",2022-03-01,3.94
"20, 24, 49, 58, 60, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 153, 160, 172, 175, 186, 213, 256, 270, 288, 313, 379, 400, 459",2022-04-01,2.36
"20, 24, 49, 58, 60, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 153, 160, 172, 175, 186, 213, 256, 270, 288, 313, 379, 400, 459",2022-12-01,7.87
"20, 24, 58, 60, 66, 67, 69, 74, 149, 150, 151, 152, 153, 160, 170, 172, 175, 226, 256, 270, 288, 301, 303, 313, 379, 400, 459",2022-01-01,66.14
"20, 24, 58, 60, 66, 67, 69, 74, 149, 150, 151, 152, 153, 160, 170, 172, 175, 226, 256, 270, 288, 301, 303, 313, 379, 400, 459",2022-02-01,17.72
"20, 24, 58, 60, 66, 67, 69, 74, 149, 150, 151, 152, 153, 160, 170, 172, 175, 226, 256, 270, 288, 301, 303, 313, 379, 400, 459",2022-03-01,2.36
"20, 24, 58, 60, 66, 67, 69, 74, 149, 150, 151, 152, 153, 160, 170, 172, 175, 226, 256, 270, 288, 301, 303, 313, 379, 400, 459",2022-04-01,2.36
"20, 24, 58, 60, 66, 67, 69, 74, 149, 150, 151, 152, 153, 160, 170, 172, 175, 226, 256, 270, 288, 301, 303, 313, 379, 400, 459",2022-11-01,3.94
21,2022-01-01,46.68142857142857
21,2022-02-01,53.541666666666664
21,2022-03-01,1.18
21,2022-06-01,1.18
21,2022-10-01,0.39
21,2022-11-01,17.874
21,2022-12-01,82.08624999999999
"21, 405",2022-01-01,44.75
"21, 405",2022-02-01,87.27166666666668
"21, 405",2022-03-01,0.985
"21, 405",2022-10-01,7.09
"21, 405",2022-11-01,26.475
"21, 405",2022-12-01,99.14833333333334
22,2022-01-01,20.734444444444442
22,2022-02-01,14.523333333333333
22,2022-03-01,9.056666666666667
22,2022-06-01,5.91
22,2022-08-01,0.39
22,2022-11-01,3.07
22,2022-12-01,30.905
"22, 314",2022-01-01,17.98
"22, 314",2022-02-01,17.058333333333334
"22, 314",2022-03-01,7.086666666666667
"22, 314",2022-12-01,15.878333333333334
23,2022-01-01,99.705
23,2022-02-01,99.8025
23,2022-03-01,99.6075
23,2022-04-01,75.3925
23,2022-05-01,42.225
23,2022-06-01,57.48
23,2022-10-01,38.45
23,2022-11-01,81.495
23,2022-12-01,99.6075
"23, 295",2022-01-01,99.34333333333333
"23, 295",2022-02-01,99.3
"23, 295",2022-03-01,99.86888888888889
"23, 295",2022-04-01,72.26333333333334
"23, 295",2022-05-01,53.78
"23, 295",2022-06-01,28.743333333333332
"23, 295",2022-10-01,28.854285714285716
"23, 295",2022-11-01,81.19
"23, 295",2022-12-01,99.60666666666667
"23, 91, 295",2022-01-01,99.21333333333334
"23, 91, 295",2022-02-01,99.08333333333333
"23, 91, 295",2022-03-01,99.87
"23, 91, 295",2022-04-01,46.849999999999994
"23, 91, 295",2022-05-01,62.2
"23, 91, 295",2022-10-01,19.884999999999998
"23, 91, 295",2022-11-01,60.76
"23, 91, 295",2022-12-01,99.21333333333334
25,2022-01-01,99.71857142857142
25,2022-02-01,99.43857142857142
25,2022-03-01,91.11285714285714
25,2022-04-01,70.788
25,2022-05-01,48.42333333333333
25,2022-06-01,5.12
25,2022-10-01,35.925
25,2022-11-01,49.15571428571429
25,2022-12-01,99.66428571428571
"25, 155",2022-01-01,99.805
"25, 155",2022-02-01,99.60499999999999
"25, 155",2022-03-01,99.805
"25, 155",2022-04-01,78.54499999999999
"25, 155",2022-05-01,22.44
"25, 155",2022-06-01,6.69
"25, 155",2022-07-01,0.79
"25, 155",2022-10-01,56.89
"25, 155",2022-11-01,84.255
"25, 155",2022-12-01,99.60499999999999
"25, 218",2022-01-01,100
"25, 218",2022-02-01,100
"25, 218",2022-03-01,100
"25, 218",2022-04-01,54.72
"25, 218",2022-10-01,14.17
"25, 218",2022-11-01,100
"25, 218",2022-12-01,100
"25, 88, 155",2022-01-01,99.115
"25, 88, 155",2022-02-01,98.8225
"25, 88, 155",2022-03-01,99.5075
"25, 88, 155",2022-04-01,97.3425
"25, 88, 155",2022-05-01,35.435
"25, 88, 155",2022-06-01,1.77
"25, 88, 155",2022-07-01,2.76
"25, 88, 155",2022-10-01,35.1375
"25, 88, 155",2022-11-01,97.145
"25, 88, 155",2022-12-01,99.6075
"25, 88, 94, 155",2022-01-01,96.65
"25, 88, 94, 155",2022-02-01,97.83500000000001
"25, 88, 94, 155",2022-03-01,97.64
"25, 88, 94, 155",2022-04-01,89.37
"25, 88, 94, 155",2022-05-01,48.625
"25, 88, 94, 155",2022-06-01,3.54
"25, 88, 94, 155",2022-07-01,1.97
"25, 88, 94, 155",2022-10-01,66.535
"25, 88, 94, 155",2022-11-01,92.91
"25, 88, 94, 155",2022-12-01,97.44
26,2022-01-01,6.3
26,2022-02-01,12.594999999999999
26,2022-11-01,7.166
27,2022-01-01,100
27,2022-02-01,100
27,2022-03-01,86.61
27,2022-11-01,100
27,2022-12-01,100
"27, 185, 274",2022-01-01,81.416
"27, 185, 274",2022-02-01,74.646
"27, 185, 274",2022-03-01,68.9975
"27, 185, 274",2022-04-01,29.232499999999998
"27, 185, 274",2022-05-01,23.82
"27, 185, 274",2022-06-01,1.575
"27, 185, 274",2022-10-01,5.9025
"27, 185, 274",2022-11-01,56.222
"27, 185, 274",2022-12-01,99.528
"27, 274",2022-01-01,100
"27, 274",2022-02-01,100
"27, 274",2022-03-01,98.29333333333334
"27, 274",2022-04-01,76.64
"27, 274",2022-05-01,42.64666666666667
"27, 274",2022-06-01,6.105
"27, 274",2022-10-01,27.560000000000002
"27, 274",2022-11-01,100
"27, 274",2022-12-01,100
"27, 93",2022-01-01,99.73666666666666
"27, 93",2022-02-01,98.55666666666667
"27, 93",2022-03-01,78.87333333333333
"27, 93",2022-04-01,25.066666666666666
"27, 93",2022-05-01,18.5
"27, 93",2022-10-01,3.15
"27, 93",2022-11-01,92.65
"27, 93",2022-12-01,100
"27, 93, 185, 274",2022-01-01,71.52333333333334
"27, 93, 185, 274",2022-02-01,56.03666666666667
"27, 93, 185, 274",2022-03-01,43.57
"27, 93, 185, 274",2022-04-01,72.44
"27, 93, 185, 274",2022-05-01,2.36
"27, 93, 185, 274",2022-06-01,1.18
"27, 93, 185, 274",2022-10-01,2.76
"27, 93, 185, 274",2022-11-01,46.849999999999994
"27, 93, 185, 274",2022-12-01,100
"28, 95",2022-01-01,60.288666666666664
"28, 95",2022-02-01,84.13153846153847
"28, 95",2022-03-01,0.39
"28, 95",2022-06-01,0.39
"28, 95",2022-10-01,48.976
"28, 95",2022-11-01,27.914
"28, 95",2022-12-01,69.5375
29,2022-01-01,48.46181818181818
29,2022-02-01,29.061875
29,2022-11-01,0.79
29,2022-12-01,3.937142857142857
"30, 48",2022-04-01,2.955
"30, 48",2022-05-01,37.92333333333333
"30, 48",2022-06-01,94.4875
"30, 48",2022-07-01,95.57
"30, 48",2022-08-01,85.925
"30, 48",2022-09-01,74.8025
"30, 48",2022-10-01,87.5975
"30, 48",2022-11-01,24.8
"30, 48",2022-12-01,0.79
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-01-01,91.34
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-02-01,96.46
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-03-01,96.06
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-04-01,96.06
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-05-01,61.02
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-06-01,15.75
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-09-01,0.39
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-11-01,49.61
"31, 139, 157, 174, 257, 267, 280, 284, 296, 329, 332, 337, 366, 396, 419",2022-12-01,98.03
"31, 139, 157, 174, 257, 267, 280, 329, 332, 337, 366, 396, 419",2022-01-01,98.43
"31, 139, 157, 174, 257, 267, 280, 329, 332, 337, 366, 396, 419",2022-02-01,97.64
"31, 139, 157, 174, 257, 267, 280, 329, 332, 337, 366, 396, 419",2022-03-01,98.82
"31, 139, 157, 174, 257, 267, 280, 329, 332, 337, 366, 396, 419",2022-04-01,18.11
